CONTENT,CLASS,content_lowercase,content_lowercase_rn,content_tokenization,content_stopword,content_steem,content_clean
"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!",1,"echa un vistazo a la remezcla! / check out the remix!  miley cyrus - wrecking ball (the house of edm remix)  miley cyrus - wrecking ball (vincent t. remix)  ...click, enlace, suscríbase! / ...click, link, subscribe!",echa un vistazo a la remezcla check out the remix miley cyrus wrecking ball the house of edm remi miley cyrus wrecking ball vincent t remi click enlace suscr base click link subscribe,"['echa', 'un', 'vistazo', 'a', 'la', 'remezcla', 'check', 'out', 'the', 'remix', 'miley', 'cyrus', 'wrecking', 'ball', 'the', 'house', 'of', 'edm', 'remi', 'miley', 'cyrus', 'wrecking', 'ball', 'vincent', 't', 'remi', 'click', 'enlace', 'suscr', 'base', 'click', 'link', 'subscribe']","['echa', 'un', 'vistazo', 'la', 'remezcla', 'check', 'remix', 'miley', 'cyrus', 'wrecking', 'ball', 'house', 'edm', 'remi', 'miley', 'cyrus', 'wrecking', 'ball', 'vincent', 'remi', 'click', 'enlace', 'suscr', 'base', 'click', 'link', 'subscribe']","['echa', 'un', 'vistazo', 'la', 'remezcla', 'check', 'remix', 'miley', 'cyrus', 'wreck', 'ball', 'hous', 'edm', 'remi', 'miley', 'cyrus', 'wreck', 'ball', 'vincent', 'remi', 'click', 'enlac', 'suscr', 'base', 'click', 'link', 'subscrib']","['echa', 'un', 'vistazo', 'la', 'remezcla', 'check', 'remix', 'miley', 'cyrus', 'wreck', 'ball', 'hous', 'edm', 'remi', 'miley', 'cyrus', 'wreck', 'ball', 'vincent', 'remi', 'click', 'enlac', 'suscr', 'base', 'click', 'link', 'subscrib']"
Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,1,hey check out our new musicvideo &#39;&#39;life&#39;s a celebration&#39;&#39; peace !,hey check out our new musicvideo life s a celebration peace,"['hey', 'check', 'out', 'our', 'new', 'musicvideo', 'life', 's', 'a', 'celebration', 'peace']","['hey', 'check', 'new', 'musicvideo', 'life', 'celebration', 'peace']","['hey', 'check', 'new', 'musicvideo', 'life', 'celebr', 'peac']","['hey', 'check', 'new', 'musicvideo', 'life', 'celebr', 'peac']"
Hi. Check out and share our songs.,1,hi. check out and share our songs.,hi check out and share our songs,"['hi', 'check', 'out', 'and', 'share', 'our', 'songs']","['hi', 'check', 'share', 'songs']","['hi', 'check', 'share', 'song']","['hi', 'check', 'share', 'song']"
Subscribe &amp; Like /watch?v=5tu9gN1l310,1,subscribe &amp; like /watch?v=5tu9gn1l310,subscribe like URL,"['subscribe', 'like', 'URL']","['subscribe', 'like', 'URL']","['subscrib', 'like', 'url']","['subscrib', 'like', 'url']"
/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE,1,/watch?v=dtqcftr1fac justien bieber car 2013. like&amp;subscribe,URL justien bieber car NUM like subscribe,"['URL', 'justien', 'bieber', 'car', 'NUM', 'like', 'subscribe']","['URL', 'justien', 'bieber', 'car', 'NUM', 'like', 'subscribe']","['url', 'justien', 'bieber', 'car', 'num', 'like', 'subscrib']","['url', 'justien', 'bieber', 'car', 'num', 'like', 'subscrib']"
check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,1,check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,check out our bands page on youtube killtheclockhd check out some of our original songs including your disguise,"['check', 'out', 'our', 'bands', 'page', 'on', 'youtube', 'killtheclockhd', 'check', 'out', 'some', 'of', 'our', 'original', 'songs', 'including', 'your', 'disguise']","['check', 'bands', 'page', 'youtube', 'killtheclockhd', 'check', 'original', 'songs', 'including', 'disguise']","['check', 'band', 'page', 'youtub', 'killtheclockhd', 'check', 'origin', 'song', 'includ', 'disguis']","['check', 'band', 'page', 'youtub', 'killtheclockhd', 'check', 'origin', 'song', 'includ', 'disguis']"
HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!,1,hi! check out our awesome covers! and say what you think!,hi check out our awesome covers and say what you think,"['hi', 'check', 'out', 'our', 'awesome', 'covers', 'and', 'say', 'what', 'you', 'think']","['hi', 'check', 'awesome', 'covers', 'say', 'think']","['hi', 'check', 'awesom', 'cover', 'say', 'think']","['hi', 'check', 'awesom', 'cover', 'say', 'think']"
"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",1,"i hope everyone is in good spirits i&#39;m a hard working student who&#39;s also a passionate singer i look foward to the day when i can make my own music to share but for now i&#39;ve just been doing covers. check out my channel, i&#39;ve done covers of miley cyrus, imagine dragons, lana del rey, drake, macklemore, pink and countless others.  subscribe only if you want to. my goal isn&#39;t to become famous but to  inspire fyi this isn&#39;t spamming, everyone has a right to freedom of speech. thanks ",i hope everyone is in good spirits i m a hard working student who s also a passionate singer i look foward to the day when i can make my own music to share but for now i ve just been doing covers check out my channel i ve done covers of miley cyrus imagine dragons lana del rey drake macklemore pink and countless others subscribe only if you want to my goal isn t to become famous but to inspire fyi this isn t spamming everyone has a right to freedom of speech thanks,"['i', 'hope', 'everyone', 'is', 'in', 'good', 'spirits', 'i', 'm', 'a', 'hard', 'working', 'student', 'who', 's', 'also', 'a', 'passionate', 'singer', 'i', 'look', 'foward', 'to', 'the', 'day', 'when', 'i', 'can', 'make', 'my', 'own', 'music', 'to', 'share', 'but', 'for', 'now', 'i', 've', 'just', 'been', 'doing', 'covers', 'check', 'out', 'my', 'channel', 'i', 've', 'done', 'covers', 'of', 'miley', 'cyrus', 'imagine', 'dragons', 'lana', 'del', 'rey', 'drake', 'macklemore', 'pink', 'and', 'countless', 'others', 'subscribe', 'only', 'if', 'you', 'want', 'to', 'my', 'goal', 'isn', 't', 'to', 'become', 'famous', 'but', 'to', 'inspire', 'fyi', 'this', 'isn', 't', 'spamming', 'everyone', 'has', 'a', 'right', 'to', 'freedom', 'of', 'speech', 'thanks']","['hope', 'everyone', 'good', 'spirits', 'hard', 'working', 'student', 'also', 'passionate', 'singer', 'look', 'foward', 'day', 'make', 'music', 'share', 'covers', 'check', 'channel', 'done', 'covers', 'miley', 'cyrus', 'imagine', 'dragons', 'lana', 'del', 'rey', 'drake', 'macklemore', 'pink', 'countless', 'others', 'subscribe', 'want', 'goal', 'become', 'famous', 'inspire', 'fyi', 'spamming', 'everyone', 'right', 'freedom', 'speech', 'thanks']","['hope', 'everyon', 'good', 'spirit', 'hard', 'work', 'student', 'also', 'passion', 'singer', 'look', 'foward', 'day', 'make', 'music', 'share', 'cover', 'check', 'channel', 'done', 'cover', 'miley', 'cyrus', 'imagin', 'dragon', 'lana', 'del', 'rey', 'drake', 'macklemor', 'pink', 'countless', 'other', 'subscrib', 'want', 'goal', 'becom', 'famous', 'inspir', 'fyi', 'spam', 'everyon', 'right', 'freedom', 'speech', 'thank']","['hope', 'everyon', 'good', 'spirit', 'hard', 'work', 'student', 'also', 'passion', 'singer', 'look', 'foward', 'day', 'make', 'music', 'share', 'cover', 'check', 'channel', 'done', 'cover', 'miley', 'cyrus', 'imagin', 'dragon', 'lana', 'del', 'rey', 'drake', 'macklemor', 'pink', 'countless', 'other', 'subscrib', 'want', 'goal', 'becom', 'famous', 'inspir', 'fyi', 'spam', 'everyon', 'right', 'freedom', 'speech', 'thank']"
please visit our web: wellcomemd.blogfa.com,1,please visit our web: wellcomemd.blogfa.com,please visit our web wellcomemd URL,"['please', 'visit', 'our', 'web', 'wellcomemd', 'URL']","['please', 'visit', 'web', 'wellcomemd', 'URL']","['pleas', 'visit', 'web', 'wellcomemd', 'url']","['pleas', 'visit', 'web', 'wellcomemd', 'url']"
PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,1,please check out my video called &quot;we love mind master it&quot; thanks,please check out my video called we love mind master it thanks,"['please', 'check', 'out', 'my', 'video', 'called', 'we', 'love', 'mind', 'master', 'it', 'thanks']","['please', 'check', 'video', 'called', 'love', 'mind', 'master', 'thanks']","['pleas', 'check', 'video', 'call', 'love', 'mind', 'master', 'thank']","['pleas', 'check', 'video', 'call', 'love', 'mind', 'master', 'thank']"
She is perfect,0,she is perfect,she is perfect,"['she', 'is', 'perfect']",['perfect'],['perfect'],['perfect']
ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,1,ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,314,['314'],['314'],['314'],['314']
Beautiful song beautiful girl it works,0,beautiful song beautiful girl it works,beautiful song beautiful girl it works,"['beautiful', 'song', 'beautiful', 'girl', 'it', 'works']","['beautiful', 'song', 'beautiful', 'girl', 'works']","['beauti', 'song', 'beauti', 'girl', 'work']","['beauti', 'song', 'beauti', 'girl', 'work']"
Shakira :-*,0,shakira :-*,shakira,['shakira'],['shakira'],['shakira'],['shakira']
OMG LOVE THIS!,0,omg love this!,omg love this,"['omg', 'love', 'this']","['omg', 'love']","['omg', 'love']","['omg', 'love']"
Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),0,ouf ouf ouffffffffffffffffff!!!!!!!! :),ouf ouf ouff,"['ouf', 'ouf', 'ouff']","['ouf', 'ouf', 'ouff']","['ouf', 'ouf', 'ouff']","['ouf', 'ouf', 'ouff']"
awesome,0,awesome,awesome,['awesome'],['awesome'],['awesom'],['awesom']
cool,0,cool,cool,['cool'],['cool'],['cool'],['cool']
This Song will never get old,0,this song will never get old,this song will never get old,"['this', 'song', 'will', 'never', 'get', 'old']","['song', 'never', 'get', 'old']","['song', 'never', 'get', 'old']","['song', 'never', 'get', 'old']"
I always have goose bumps at that part,0,i always have goose bumps at that part,i always have goose bumps at that part,"['i', 'always', 'have', 'goose', 'bumps', 'at', 'that', 'part']","['always', 'goose', 'bumps', 'part']","['alway', 'goos', 'bump', 'part']","['alway', 'goos', 'bump', 'part']"
Love it,0,love it,love it,"['love', 'it']",['love'],['love'],['love']
I love this song,0,i love this song,i love this song,"['i', 'love', 'this', 'song']","['love', 'song']","['love', 'song']","['love', 'song']"
"I want to see Shakira, not football :)",0,"i want to see shakira, not football :)",i want to see shakira not football,"['i', 'want', 'to', 'see', 'shakira', 'not', 'football']","['want', 'see', 'shakira', 'football']","['want', 'see', 'shakira', 'footbal']","['want', 'see', 'shakira', 'footbal']"
good!!,0,good!!,good,['good'],['good'],['good'],['good']
Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,1,recommend:  apple ipad 4th gen 32gb unlocked wi-fi+4g 9.7in white price:$390  apple iphone 5 (latest model) - 32gb - black price:$385  samsung galaxy s4 s iv 4 with 16gb new white price:$360  sony 60-inch 3d led hdtv price:$510  all-in-one pcs: apple macbook pro: apple macbook air price:$320  camera :nikon d90 slr camera /18-55mm /55-200mm 32gb  price:$390   ultrabooks: sony vaio pro 13 intel core i5 4gb 128gb price:$515  +++++++++++++++    purchase online website is:  taaee.com,recommend apple ipad NUM gen 32gb unlocked wi fi 4g NUM 7in white price NUM apple iphone NUM latest model 32gb black price NUM samsung galaxy s4 s iv NUM with 16gb new white price NUM sony NUM inch 3d led hdtv price NUM all in one pcs apple macbook pro apple macbook air price NUM camera nikon d90 slr camera NUM 55mm NUM 200mm 32gb price NUM ultrabooks sony vaio pro NUM intel core i5 4gb 128gb price NUM purchase online website is URL,"['recommend', 'apple', 'ipad', 'NUM', 'gen', '32gb', 'unlocked', 'wi', 'fi', '4g', 'NUM', '7in', 'white', 'price', 'NUM', 'apple', 'iphone', 'NUM', 'latest', 'model', '32gb', 'black', 'price', 'NUM', 'samsung', 'galaxy', 's4', 's', 'iv', 'NUM', 'with', '16gb', 'new', 'white', 'price', 'NUM', 'sony', 'NUM', 'inch', '3d', 'led', 'hdtv', 'price', 'NUM', 'all', 'in', 'one', 'pcs', 'apple', 'macbook', 'pro', 'apple', 'macbook', 'air', 'price', 'NUM', 'camera', 'nikon', 'd90', 'slr', 'camera', 'NUM', '55mm', 'NUM', '200mm', '32gb', 'price', 'NUM', 'ultrabooks', 'sony', 'vaio', 'pro', 'NUM', 'intel', 'core', 'i5', '4gb', '128gb', 'price', 'NUM', 'purchase', 'online', 'website', 'is', 'URL']","['recommend', 'apple', 'ipad', 'NUM', 'gen', '32gb', 'unlocked', 'wi', 'fi', '4g', 'NUM', '7in', 'white', 'price', 'NUM', 'apple', 'iphone', 'NUM', 'latest', 'model', '32gb', 'black', 'price', 'NUM', 'samsung', 'galaxy', 's4', 'iv', 'NUM', '16gb', 'new', 'white', 'price', 'NUM', 'sony', 'NUM', 'inch', '3d', 'led', 'hdtv', 'price', 'NUM', 'one', 'pcs', 'apple', 'macbook', 'pro', 'apple', 'macbook', 'air', 'price', 'NUM', 'camera', 'nikon', 'd90', 'slr', 'camera', 'NUM', '55mm', 'NUM', '200mm', '32gb', 'price', 'NUM', 'ultrabooks', 'sony', 'vaio', 'pro', 'NUM', 'intel', 'core', 'i5', '4gb', '128gb', 'price', 'NUM', 'purchase', 'online', 'website', 'URL']","['recommend', 'appl', 'ipad', 'num', 'gen', '32gb', 'unlock', 'wi', 'fi', '4g', 'num', '7in', 'white', 'price', 'num', 'appl', 'iphon', 'num', 'latest', 'model', '32gb', 'black', 'price', 'num', 'samsung', 'galaxi', 's4', 'iv', 'num', '16gb', 'new', 'white', 'price', 'num', 'soni', 'num', 'inch', '3d', 'led', 'hdtv', 'price', 'num', 'one', 'pcs', 'appl', 'macbook', 'pro', 'appl', 'macbook', 'air', 'price', 'num', 'camera', 'nikon', 'd90', 'slr', 'camera', 'num', '55mm', 'num', '200mm', '32gb', 'price', 'num', 'ultrabook', 'soni', 'vaio', 'pro', 'num', 'intel', 'core', 'i5', '4gb', '128gb', 'price', 'num', 'purchas', 'onlin', 'websit', 'url']","['recommend', 'appl', 'ipad', 'num', 'gen', '32gb', 'unlock', 'wi', 'fi', '4g', 'num', '7in', 'white', 'price', 'num', 'appl', 'iphon', 'num', 'latest', 'model', '32gb', 'black', 'price', 'num', 'samsung', 'galaxi', 's4', 'iv', 'num', '16gb', 'new', 'white', 'price', 'num', 'soni', 'num', 'inch', '3d', 'led', 'hdtv', 'price', 'num', 'one', 'pcs', 'appl', 'macbook', 'pro', 'appl', 'macbook', 'air', 'price', 'num', 'camera', 'nikon', 'd90', 'slr', 'camera', 'num', '55mm', 'num', '200mm', '32gb', 'price', 'num', 'ultrabook', 'soni', 'vaio', 'pro', 'num', 'intel', 'core', 'i5', '4gb', '128gb', 'price', 'num', 'purchas', 'onlin', 'websit', 'url']"
&quot;HELP THE HUMANITY WITH YOUR SIGN IN TO THIS LINK WITH YOUR WHOLEHEARTED SUPPORT IF YOU SAY &quot;NO&quot; TO DISCRIMINATION. “UNITED WE STAND “  WE WILL BRING THE CHANGE TOGETHER.  IMPOSSIBLE ITSELF SAYS I  M  POSSIBLE&quot;  YOU ARE THE WINNERS OF MY SUCCESS!CHEERS TO ALL MY LOVING BROTHERS AND SISTERS !  PLEASE SHARE THIS LINK ON FACEBOOK TO SUPPORT AGAINST DISCRIMINATION.  tinyurl(dot)com(slash)mxh2y77  FEAR NONE BUT GOD !!!,1,&quot;help the humanity with your sign in to this link with your wholehearted support if you say &quot;no&quot; to discrimination. “united we stand “  we will bring the change together.  impossible itself says i  m  possible&quot;  you are the winners of my success!cheers to all my loving brothers and sisters !  please share this link on facebook to support against discrimination.  tinyurl(dot)com(slash)mxh2y77  fear none but god !!!,help the humanity with your sign in to this link with your wholehearted support if you say no to discrimination united we stand we will bring the change together impossible itself says i m possible you are the winners of my success cheers to all my loving brothers and sisters please share this link on facebook to support against discrimination tinyurl dot com slash mxh2y77 fear none but god,"['help', 'the', 'humanity', 'with', 'your', 'sign', 'in', 'to', 'this', 'link', 'with', 'your', 'wholehearted', 'support', 'if', 'you', 'say', 'no', 'to', 'discrimination', 'united', 'we', 'stand', 'we', 'will', 'bring', 'the', 'change', 'together', 'impossible', 'itself', 'says', 'i', 'm', 'possible', 'you', 'are', 'the', 'winners', 'of', 'my', 'success', 'cheers', 'to', 'all', 'my', 'loving', 'brothers', 'and', 'sisters', 'please', 'share', 'this', 'link', 'on', 'facebook', 'to', 'support', 'against', 'discrimination', 'tinyurl', 'dot', 'com', 'slash', 'mxh2y77', 'fear', 'none', 'but', 'god']","['help', 'humanity', 'sign', 'link', 'wholehearted', 'support', 'say', 'discrimination', 'united', 'stand', 'bring', 'change', 'together', 'impossible', 'says', 'possible', 'winners', 'success', 'cheers', 'loving', 'brothers', 'sisters', 'please', 'share', 'link', 'facebook', 'support', 'discrimination', 'tinyurl', 'dot', 'com', 'slash', 'mxh2y77', 'fear', 'none', 'god']","['help', 'human', 'sign', 'link', 'wholeheart', 'support', 'say', 'discrimin', 'unit', 'stand', 'bring', 'chang', 'togeth', 'imposs', 'say', 'possibl', 'winner', 'success', 'cheer', 'love', 'brother', 'sister', 'pleas', 'share', 'link', 'facebook', 'support', 'discrimin', 'tinyurl', 'dot', 'com', 'slash', 'mxh2y77', 'fear', 'none', 'god']","['help', 'human', 'sign', 'link', 'wholeheart', 'support', 'say', 'discrimin', 'unit', 'stand', 'bring', 'chang', 'togeth', 'imposs', 'say', 'possibl', 'winner', 'success', 'cheer', 'love', 'brother', 'sister', 'pleas', 'share', 'link', 'facebook', 'support', 'discrimin', 'tinyurl', 'dot', 'com', 'slash', 'mxh2y77', 'fear', 'none', 'god']"
